model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Make
 A5,2016.0,22998.0,Semi-Auto,18828.0,Petrol,260.0,,3.0,
 Q5,2019.0,35998.0,Semi-Auto,28.0,Petrol,,32.1,2.0,audi
 Q7,2016.0,29985.0,Automatic,38654.0,Diesel,200.0,47.9,3.0,audi
 A3,,16485.0,Manual,25764.0,Petrol,200.0,40.4,2.0,
 TT,2016.0,19485.0,Manual,28402.0,Diesel,30.0,62.8,2.0,audi
 A1,2015.0,13495.0,Manual,17152.0,Petrol,30.0,56.5,1.4,audi
 A3,2016.0,14995.0,Manual,29775.0,Petrol,20.0,60.1,1.4,audi
 Q5,2017.0,39995.0,Semi-Auto,7801.0,Petrol,145.0,34.0,3.0,audi
 Q5,2015.0,22990.0,Semi-Auto,,Diesel,240.0,42.8,3.0,audi
 A1,2017.0,12495.0,Manual,20670.0,Petrol,30.0,57.6,1.4,audi
 A3,2019.0,24985.0,Automatic,2257.0,Diesel,145.0,52.3,1.6,audi
 A3,2019.0,24485.0,Manual,4039.0,Diesel,145.0,51.4,1.6,
 A3,2016.0,16485.0,Manual,21241.0,Petrol,125.0,52.3,,audi
 Q3,2016.0,20485.0,Manual,16945.0,,,49.6,2.0,audi
 A4,2018.0,24985.0,Automatic,18010.0,Petrol,,49.6,1.4,audi
 A4,2017.0,19995.0,,29653.0,Diesel,145.0,62.8,2.0,audi
 A5,2014.0,16000.0,Semi-Auto,75159.0,Petrol,260.0,34.9,3.0,audi
 Q3,2014.0,14998.0,Semi-Auto,33842.0,Diesel,200.0,47.9,2.0,audi
 A3,2015.0,13995.0,Manual,42977.0,,20.0,67.3,2.0,audi
 A4,2019.0,27990.0,Semi-Auto,26.0,Diesel,145.0,47.9,2.0,audi
 A1,2016.0,11995.0,Manual,17454.0,Petrol,0.0,67.3,1.0,audi
 A3,2018.0,15995.0,Manual,17547.0,Petrol,150.0,56.5,1.5,audi
 A3,2020.0,35995.0,Semi-Auto,314.0,Petrol,150.0,34.9,2.0,audi
 A1,2016.0,13585.0,Manual,25010.0,Petrol,30.0,58.9,1.4,audi
 A6,2019.0,31985.0,Semi-Auto,3278.0,Diesel,145.0,47.9,2.0,audi
 A7,2019.0,32985.0,Automatic,,Diesel,145.0,39.2,3.0,audi
 A6,2019.0,30985.0,Automatic,4445.0,Diesel,145.0,47.9,2.0,audi
 A4,2020.0,34798.0,Semi-Auto,6998.0,Petrol,145.0,38.2,2.0,audi
 A4,2020.0,40780.0,Semi-Auto,6746.0,Diesel,145.0,45.6,2.0,audi
 Q7,2015.0,34995.0,Semi-Auto,21245.0,Diesel,205.0,47.9,3.0,audi
 A4,2017.0,18995.0,Manual,27394.0,Diesel,30.0,64.2,2.0,audi
 A1,2016.0,12995.0,Manual,29283.0,Petrol,0.0,67.3,1.0,audi
 A1,2016.0,14495.0,Manual,20905.0,Petrol,30.0,56.5,1.4,audi
 A1,2017.0,12995.0,Manual,24386.0,Petrol,,67.3,1.0,audi
 TT,2017.0,24995.0,Semi-Auto,11621.0,Petrol,150.0,42.8,2.0,audi
 A3,2019.0,20985.0,Semi-Auto,3409.0,Petrol,145.0,43.5,1.5,audi
 Q5,2016.0,31995.0,Semi-Auto,30172.0,Diesel,240.0,42.2,3.0,
 A4,2015.0,13995.0,Manual,,Diesel,30.0,,2.0,audi
 A4,2020.0,31985.0,Manual,7456.0,Petrol,145.0,40.9,2.0,audi
 A6,2019.0,29490.0,Semi-Auto,20.0,Diesel,145.0,55.4,3.0,audi
 A4,2019.0,20495.0,Semi-Auto,4781.0,Petrol,150.0,40.9,2.0,audi
 Q3,2016.0,21995.0,Semi-Auto,40254.0,Petrol,,40.4,2.0,audi
 TT,2019.0,24995.0,Semi-Auto,12320.0,Petrol,150.0,40.9,2.0,audi
 Q2,2018.0,23995.0,Manual,16534.0,Petrol,150.0,49.6,1.4,audi
 Q3,2017.0,22995.0,Semi-Auto,20075.0,Petrol,150.0,42.2,2.0,audi
 A3,2016.0,15995.0,Manual,14401.0,Petrol,20.0,60.1,1.0,
 A3,2016.0,19995.0,,19430.0,Petrol,145.0,47.9,2.0,audi
 RS4,2013.0,26995.0,Semi-Auto,28359.0,Petrol,565.0,26.4,4.2,audi
,2019.0,49995.0,Semi-Auto,16385.0,Diesel,150.0,33.6,3.0,
 A1,2014.0,11995.0,Manual,24764.0,Diesel,0.0,74.3,1.6,audi
 A1,2014.0,11995.0,Manual,26141.0,Petrol,125.0,53.3,1.4,audi
 A5,,37331.0,Semi-Auto,,Petrol,145.0,39.2,2.0,audi
 A5,2020.0,39454.0,Semi-Auto,,Diesel,145.0,45.6,,audi
 A5,2020.0,37507.0,Semi-Auto,7639.0,Petrol,145.0,39.8,2.0,audi
 Q3,2020.0,33462.0,Semi-Auto,7914.0,Diesel,145.0,48.7,2.0,
 Q5,2018.0,30995.0,Semi-Auto,15706.0,Petrol,145.0,40.4,2.0,audi
 A4,,25990.0,Manual,4598.0,Petrol,145.0,38.2,2.0,audi
 A8,,38995.0,Semi-Auto,,Diesel,145.0,48.7,3.0,audi
 Q7,2016.0,31995.0,Semi-Auto,48248.0,Diesel,205.0,47.9,3.0,audi
 A3,2019.0,30995.0,Semi-Auto,4549.0,Petrol,150.0,34.5,2.0,audi
 A1,2019.0,18995.0,Manual,7564.0,Petrol,145.0,51.4,1.0,audi
 A8,2018.0,41995.0,Semi-Auto,11276.0,Diesel,145.0,48.7,3.0,audi
 A4,2016.0,19995.0,Manual,20141.0,Diesel,30.0,67.3,2.0,
 A3,2016.0,16995.0,Manual,16555.0,Petrol,20.0,60.1,1.4,audi
 A1,2017.0,14495.0,,8608.0,Petrol,145.0,67.3,1.0,audi
 Q3,2017.0,19995.0,Manual,18380.0,Petrol,145.0,49.6,1.4,audi
 Q3,,23995.0,,27136.0,Petrol,145.0,40.4,,audi
 A3,2016.0,13995.0,Manual,36409.0,Petrol,20.0,60.1,1.4,
 A6,2017.0,27995.0,Semi-Auto,35219.0,Diesel,150.0,50.4,3.0,
 Q5,2018.0,33995.0,,10252.0,Petrol,150.0,40.4,2.0,audi
 A3,2018.0,17490.0,,16380.0,Diesel,145.0,67.3,1.6,audi
 A3,2015.0,14990.0,,30530.0,Diesel,30.0,64.2,2.0,audi
 Q5,2016.0,30995.0,Semi-Auto,37129.0,Diesel,235.0,42.2,3.0,audi
 A3,2017.0,13995.0,Manual,36400.0,,20.0,61.4,1.4,audi
,2018.0,47995.0,Semi-Auto,8618.0,,,32.8,3.0,audi
 Q2,2018.0,21995.0,Manual,9634.0,,145.0,50.4,,audi
 Q2,2017.0,19995.0,Semi-Auto,18355.0,Diesel,145.0,68.9,1.6,audi
 Q5,2017.0,26995.0,Semi-Auto,28604.0,Petrol,145.0,40.9,2.0,audi
 A1,2017.0,15995.0,,15187.0,Diesel,145.0,76.3,1.6,audi
 A5,2015.0,18990.0,Semi-Auto,43417.0,Diesel,160.0,50.4,2.0,audi
 A8,2018.0,35995.0,Semi-Auto,12195.0,Diesel,145.0,50.4,3.0,audi
 A5,2018.0,27995.0,Semi-Auto,12686.0,Diesel,145.0,58.9,3.0,
 A1,2019.0,23995.0,Semi-Auto,5356.0,Petrol,145.0,44.1,1.5,audi
 A4,2020.0,31265.0,Semi-Auto,7963.0,Petrol,145.0,41.5,2.0,audi
 A5,2020.0,36312.0,Semi-Auto,7423.0,Diesel,145.0,51.4,2.0,audi
 A1,2017.0,13995.0,Manual,12148.0,Petrol,145.0,67.3,1.0,audi
 Q5,2016.0,31995.0,Semi-Auto,44525.0,Diesel,235.0,42.2,3.0,audi
 Q3,2016.0,18495.0,Manual,20952.0,Diesel,145.0,55.4,2.0,
 A6,2019.0,33490.0,Semi-Auto,,Diesel,145.0,,3.0,audi
 Q5,2014.0,19995.0,Manual,36970.0,Diesel,,47.9,,audi
 Q3,2015.0,17995.0,Manual,38244.0,Petrol,145.0,49.6,1.4,audi
,2015.0,31995.0,Semi-Auto,26407.0,Diesel,200.0,47.9,3.0,audi
 Q2,2019.0,23995.0,Manual,6484.0,Diesel,145.0,49.6,1.6,audi
 A3,2019.0,20995.0,Manual,3325.0,Diesel,145.0,,1.6,audi
 Q3,2017.0,24995.0,Semi-Auto,9078.0,Petrol,145.0,40.4,2.0,audi
 A1,2017.0,12995.0,Manual,22427.0,Petrol,145.0,67.3,1.0,audi
 A4,2015.0,14995.0,Semi-Auto,41755.0,Diesel,150.0,53.3,2.0,audi
 A3,,12490.0,Semi-Auto,35455.0,Petrol,30.0,58.9,1.4,audi
 A3,2017.0,14298.0,Manual,14607.0,Petrol,,60.1,1.0,audi
 A1,2016.0,11498.0,Manual,24952.0,Petrol,30.0,55.4,1.4,audi
 A5,2014.0,11998.0,Manual,49640.0,Diesel,30.0,64.2,2.0,audi
 Q3,2017.0,19998.0,Manual,21576.0,Petrol,145.0,49.6,1.4,audi
 Q5,2017.0,27995.0,Semi-Auto,20870.0,Diesel,145.0,55.4,2.0,audi
 A4,2017.0,19995.0,Semi-Auto,,Diesel,30.0,62.8,2.0,audi
 Q3,2016.0,19995.0,Manual,22353.0,Diesel,160.0,49.6,2.0,audi
 Q3,2016.0,19995.0,Semi-Auto,23205.0,Diesel,,55.4,2.0,audi
,2017.0,13995.0,Manual,15361.0,Petrol,30.0,55.4,1.4,audi
 A6,2019.0,29995.0,Semi-Auto,8598.0,Diesel,145.0,47.9,2.0,audi
 A3,2019.0,19990.0,Semi-Auto,6000.0,Diesel,145.0,52.3,1.6,
 A3,2019.0,19990.0,Semi-Auto,5199.0,Diesel,145.0,52.3,1.6,audi
 A1,2018.0,14995.0,Manual,15092.0,Petrol,145.0,57.7,1.4,audi
 A3,,36990.0,Semi-Auto,3059.0,Petrol,145.0,43.5,2.0,audi
 TT,2016.0,24995.0,Semi-Auto,28475.0,Petrol,200.0,40.9,2.0,audi
 A3,2013.0,11490.0,Manual,35804.0,Petrol,30.0,54.3,1.4,audi
 A3,2017.0,18495.0,Manual,24000.0,Petrol,,60.1,,audi
 Q7,2019.0,46990.0,Semi-Auto,3264.0,Diesel,145.0,33.6,3.0,audi
,2019.0,23995.0,Semi-Auto,2868.0,Diesel,145.0,52.3,1.6,audi
 A4,2019.0,27990.0,Semi-Auto,6541.0,Diesel,145.0,47.9,2.0,audi
 Q5,2019.0,36990.0,Semi-Auto,4511.0,Diesel,145.0,38.2,2.0,audi
,2017.0,18995.0,Semi-Auto,,Petrol,145.0,47.9,1.4,audi
 A4,2013.0,12990.0,Manual,42185.0,Diesel,145.0,55.4,2.0,audi
,2015.0,17995.0,Semi-Auto,59120.0,Diesel,200.0,47.1,2.0,audi
 A5,2016.0,16498.0,Semi-Auto,41431.0,Diesel,160.0,52.3,2.0,
 Q5,2019.0,31998.0,Semi-Auto,30.0,Petrol,145.0,33.2,2.0,audi
 Q5,2019.0,36995.0,Semi-Auto,5065.0,Diesel,145.0,,2.0,audi
 Q5,2019.0,36995.0,Semi-Auto,4638.0,Diesel,145.0,38.2,2.0,audi
 RS6,2017.0,57995.0,Semi-Auto,34926.0,Petrol,325.0,29.4,4.0,audi
 Q2,2018.0,22890.0,Semi-Auto,4642.0,Diesel,145.0,46.3,1.6,audi
 A6,2015.0,16995.0,Semi-Auto,29558.0,Diesel,20.0,67.3,2.0,
,2019.0,33298.0,Semi-Auto,4899.0,Diesel,145.0,47.9,2.0,audi
 A3,2017.0,15995.0,Manual,17000.0,Petrol,20.0,60.1,,audi
 A4,2017.0,20995.0,Semi-Auto,51204.0,Diesel,145.0,56.5,,
,2013.0,14995.0,Semi-Auto,38776.0,Petrol,30.0,56.5,1.4,audi
 Q3,2017.0,19995.0,Manual,21972.0,Petrol,145.0,49.6,1.4,audi
 TT,2018.0,39995.0,Semi-Auto,17648.0,Petrol,145.0,34.5,2.5,audi
 Q2,2017.0,,Semi-Auto,5674.0,Petrol,145.0,52.3,1.4,audi
 A5,2017.0,24995.0,Semi-Auto,,Diesel,145.0,62.8,2.0,audi
 A8,2019.0,39995.0,Semi-Auto,10090.0,Petrol,145.0,37.7,3.0,audi
 Q3,2015.0,19995.0,Semi-Auto,20825.0,Petrol,145.0,47.9,1.4,audi
 A1,2015.0,12995.0,Manual,20042.0,Petrol,30.0,57.6,1.4,audi
 Q2,2019.0,22663.0,Manual,3657.0,Diesel,145.0,49.6,1.6,audi
 Q2,2019.0,24368.0,Manual,4502.0,Diesel,145.0,47.9,1.6,audi
 A4,2017.0,19495.0,Semi-Auto,31214.0,Diesel,30.0,67.3,2.0,audi
 Q2,2018.0,19990.0,Manual,16414.0,Petrol,145.0,50.4,1.4,audi
 Q2,2018.0,21495.0,Manual,27198.0,Petrol,145.0,,1.4,
 A3,2018.0,28995.0,Semi-Auto,17166.0,Petrol,145.0,43.5,2.0,audi
 A3,2018.0,26990.0,Semi-Auto,,Petrol,145.0,44.1,2.0,audi
 Q5,2018.0,,Semi-Auto,15076.0,Diesel,145.0,56.5,2.0,audi
 Q5,2017.0,25995.0,Semi-Auto,29330.0,Diesel,145.0,56.5,2.0,audi
,2017.0,19995.0,Manual,25520.0,Petrol,145.0,50.4,1.4,audi
 A4,2020.0,38534.0,Semi-Auto,,Diesel,145.0,,2.0,audi
,2019.0,41995.0,Semi-Auto,933.0,Diesel,145.0,45.6,2.0,audi
 A3,2019.0,19990.0,Semi-Auto,6018.0,Diesel,145.0,52.3,1.6,audi
 A3,2019.0,18495.0,Manual,11330.0,Petrol,145.0,42.8,1.5,audi
 Q5,2016.0,33995.0,Semi-Auto,23478.0,Diesel,235.0,42.2,3.0,audi
 Q2,2017.0,18995.0,,17872.0,Diesel,145.0,64.2,1.6,audi
 A5,2019.0,30709.0,Semi-Auto,4327.0,Petrol,145.0,39.8,2.0,audi
 Q7,2019.0,,Semi-Auto,4813.0,Diesel,145.0,33.2,3.0,audi
 Q2,2019.0,,Manual,3578.0,Diesel,,47.9,1.6,audi
,2019.0,33295.0,Semi-Auto,4196.0,Diesel,145.0,,2.0,audi
 A1,2015.0,13995.0,Manual,32065.0,Petrol,30.0,55.4,,audi
 A8,2017.0,28995.0,Semi-Auto,15072.0,Diesel,200.0,47.1,3.0,audi
 Q3,2017.0,16490.0,Manual,50286.0,Diesel,145.0,61.4,2.0,audi
 Q3,2017.0,23995.0,Semi-Auto,25667.0,Petrol,145.0,40.4,2.0,audi
 Q7,2017.0,35995.0,Semi-Auto,33165.0,Diesel,200.0,47.9,3.0,audi
 Q2,2017.0,19995.0,Manual,27078.0,Petrol,125.0,50.4,1.4,audi
 Q2,2017.0,19995.0,Manual,29874.0,Petrol,,50.4,1.4,audi
 Q5,2015.0,21995.0,Semi-Auto,28977.0,,200.0,47.1,,audi
 Q3,2016.0,21995.0,Semi-Auto,28526.0,Diesel,160.0,50.4,2.0,audi
 Q3,2017.0,,Manual,14068.0,Diesel,145.0,54.3,2.0,audi
 A3,2018.0,18990.0,Manual,6321.0,Petrol,145.0,50.4,2.0,audi
 A8,2018.0,40990.0,Semi-Auto,4440.0,,145.0,37.7,3.0,audi
 A3,2019.0,23995.0,Manual,2085.0,Diesel,145.0,51.4,1.6,audi
 Q5,2019.0,37995.0,Semi-Auto,2712.0,Diesel,145.0,38.2,2.0,audi
 A6,2019.0,33410.0,Semi-Auto,3968.0,Diesel,145.0,47.9,2.0,audi
 Q2,2019.0,22997.0,,6921.0,Petrol,145.0,47.1,1.0,audi
,2015.0,14995.0,Manual,50062.0,Petrol,30.0,57.6,1.2,audi
 A1,2015.0,11995.0,Manual,31500.0,Petrol,,57.6,1.4,
 A1,2015.0,12995.0,Manual,21807.0,Petrol,30.0,57.6,1.4,
 A5,2019.0,27990.0,Semi-Auto,7215.0,Diesel,145.0,46.3,2.0,audi
 A6,2019.0,29990.0,Semi-Auto,5397.0,Diesel,145.0,50.4,2.0,audi
 A3,2019.0,23377.0,Manual,4963.0,Petrol,145.0,42.8,1.5,audi
 A3,2017.0,25995.0,Manual,13688.0,Petrol,200.0,40.4,2.0,audi
 A3,,18995.0,Semi-Auto,19735.0,Petrol,30.0,57.6,1.4,audi
 Q3,2017.0,20995.0,Semi-Auto,22175.0,Petrol,145.0,,,audi
 A4,2018.0,23995.0,Semi-Auto,13907.0,Petrol,145.0,49.6,1.4,audi
 A1,2018.0,,,20106.0,Petrol,145.0,67.3,1.0,audi
 Q5,2018.0,30995.0,Semi-Auto,7891.0,Petrol,145.0,,2.0,audi
 A4,2019.0,26490.0,Semi-Auto,4836.0,Diesel,145.0,48.7,2.0,audi
 A5,2019.0,34259.0,Manual,4587.0,Petrol,145.0,37.2,2.0,audi
 A5,2019.0,35131.0,Manual,5721.0,Petrol,145.0,37.2,2.0,audi
 Q7,2019.0,50414.0,Semi-Auto,4236.0,Diesel,145.0,33.2,3.0,audi
 Q5,,21995.0,,,Diesel,200.0,47.1,2.0,audi
 A5,2016.0,16995.0,Manual,41497.0,Diesel,125.0,57.6,2.0,audi
 A1,2016.0,14995.0,Manual,13961.0,Petrol,30.0,58.9,1.4,audi
 A6,2019.0,30990.0,Semi-Auto,10852.0,,,47.9,2.0,audi
 A3,2019.0,18490.0,Manual,10059.0,,145.0,43.5,1.5,audi
 A3,,18490.0,Manual,5985.0,Petrol,,43.5,,audi
 A4,2019.0,26490.0,Semi-Auto,6214.0,Petrol,145.0,38.7,,audi
,2019.0,59995.0,Semi-Auto,5089.0,Petrol,145.0,30.1,2.9,audi
 Q2,2019.0,24995.0,Manual,2756.0,Petrol,145.0,42.2,1.0,audi
 A6,2019.0,29490.0,Semi-Auto,4982.0,Diesel,145.0,47.9,,audi
 A4,2016.0,17495.0,Semi-Auto,41505.0,,20.0,67.3,2.0,audi
 Q3,2017.0,20995.0,Semi-Auto,26494.0,Petrol,,47.9,1.4,audi
 A1,2017.0,14495.0,Manual,23655.0,Petrol,30.0,55.4,1.4,audi
 RS5,2019.0,58995.0,Semi-Auto,3382.0,Petrol,145.0,,2.9,audi
 A3,2018.0,19995.0,Manual,17789.0,Petrol,145.0,54.3,1.5,audi
 A6,2019.0,33640.0,Semi-Auto,5023.0,,145.0,47.9,2.0,audi
 A6,2019.0,53939.0,Semi-Auto,6238.0,Diesel,145.0,37.7,3.0,audi
 A5,2019.0,30719.0,Semi-Auto,4520.0,Petrol,145.0,39.8,2.0,audi
 A5,2019.0,30197.0,Semi-Auto,5210.0,Petrol,145.0,39.8,2.0,audi
 A5,2019.0,27022.0,Semi-Auto,3256.0,Petrol,145.0,40.4,2.0,audi
 A4,2019.0,37560.0,Semi-Auto,5201.0,Diesel,145.0,44.1,2.0,audi
 Q7,2019.0,49990.0,Semi-Auto,28.0,Diesel,145.0,33.6,3.0,audi
 A1,2017.0,12495.0,Manual,,Petrol,0.0,,1.0,audi
 A1,2017.0,14995.0,Manual,27000.0,Petrol,145.0,55.4,1.4,audi
 Q5,2016.0,24490.0,Semi-Auto,51562.0,Diesel,235.0,42.8,3.0,audi
 A3,2016.0,13995.0,Manual,40030.0,Diesel,0.0,83.1,1.6,audi
 A6,2016.0,19495.0,Semi-Auto,43099.0,Diesel,145.0,,2.0,audi
 Q2,2017.0,17995.0,Manual,18842.0,Petrol,145.0,55.4,1.0,audi
 A4,2016.0,19995.0,Semi-Auto,31894.0,Diesel,,64.2,3.0,audi
 A5,2019.0,30728.0,Semi-Auto,5712.0,Diesel,145.0,51.4,2.0,audi
 A5,2015.0,18995.0,Semi-Auto,38540.0,Diesel,125.0,58.9,2.0,audi
 A1,2017.0,13995.0,Manual,25552.0,Petrol,30.0,56.5,1.4,audi
 A7,,18495.0,Semi-Auto,72283.0,Diesel,145.0,54.3,3.0,audi
 Q5,2016.0,34995.0,Semi-Auto,22809.0,Diesel,235.0,42.2,3.0,audi
 A3,2017.0,19995.0,Manual,16103.0,Diesel,145.0,65.7,2.0,audi
 A1,2016.0,13495.0,Manual,23745.0,Petrol,30.0,57.6,1.4,audi
 TT,2016.0,16995.0,Manual,29593.0,Diesel,30.0,62.8,2.0,audi
 A1,2014.0,13995.0,Semi-Auto,15300.0,Petrol,125.0,53.3,1.4,audi
 Q3,2018.0,25995.0,Semi-Auto,,Petrol,145.0,48.7,1.4,audi
 Q2,2019.0,25995.0,Manual,1592.0,Petrol,145.0,39.2,1.5,audi
 A1,2016.0,10995.0,Manual,45644.0,Diesel,0.0,80.7,1.6,audi
 Q8,2019.0,48995.0,Semi-Auto,4488.0,Diesel,145.0,33.6,3.0,audi
 Q5,2016.0,33995.0,Semi-Auto,29156.0,Diesel,235.0,42.2,3.0,audi
 A1,2015.0,12298.0,Manual,15837.0,Petrol,30.0,58.9,1.4,audi
 Q3,2016.0,15998.0,Manual,15264.0,Diesel,30.0,61.4,2.0,audi
 Q2,2018.0,18998.0,Manual,8211.0,Diesel,150.0,49.6,1.6,
 Q2,2017.0,21995.0,Manual,10962.0,Petrol,145.0,50.4,1.4,audi
,2016.0,28995.0,Semi-Auto,42187.0,Diesel,235.0,42.8,3.0,audi
 A1,2017.0,15995.0,Manual,8128.0,Petrol,30.0,55.4,1.4,audi
 A4,2016.0,13985.0,Manual,55697.0,Diesel,20.0,,,audi
 Q3,2015.0,13995.0,Manual,35446.0,Diesel,145.0,54.3,2.0,audi
 Q3,2016.0,18499.0,Semi-Auto,30366.0,Diesel,160.0,50.4,2.0,audi
 Q5,2017.0,27498.0,Semi-Auto,32090.0,Petrol,145.0,40.4,2.0,audi
 Q3,2015.0,15998.0,Semi-Auto,19300.0,Petrol,145.0,47.9,1.4,audi
 A4,2016.0,13998.0,Manual,37478.0,Diesel,0.0,74.3,2.0,audi
 A3,2019.0,24998.0,Semi-Auto,6266.0,Petrol,145.0,38.2,2.0,audi
 A1,,13995.0,Manual,,Petrol,,55.4,1.4,audi
 A3,2018.0,18995.0,Manual,13147.0,Diesel,145.0,67.3,1.6,audi
 A6,2017.0,22995.0,,24336.0,Diesel,145.0,61.4,2.0,audi
 Q2,2018.0,17495.0,Manual,23813.0,Petrol,145.0,55.4,1.0,audi
 Q2,2017.0,21995.0,Semi-Auto,17633.0,Petrol,145.0,52.3,1.4,audi
 A6,2015.0,16995.0,Semi-Auto,55220.0,Diesel,30.0,64.2,2.0,audi
 Q5,2017.0,,Semi-Auto,47952.0,,145.0,,2.0,audi
 Q5,2014.0,19995.0,Semi-Auto,50500.0,Diesel,235.0,44.1,3.0,audi
 A1,2016.0,15495.0,Manual,31147.0,Petrol,30.0,56.5,1.4,audi
 Q2,2019.0,25998.0,Semi-Auto,79.0,Diesel,150.0,46.3,2.0,audi
 A5,,14500.0,Semi-Auto,,Diesel,150.0,53.3,2.0,audi
 A5,2015.0,18995.0,Manual,37056.0,Diesel,160.0,53.3,2.0,audi
 RS3,2018.0,39995.0,Semi-Auto,,Petrol,145.0,34.0,2.5,audi
 A1,2016.0,13995.0,Manual,31031.0,Petrol,30.0,56.5,1.4,
 A4,2015.0,17995.0,Semi-Auto,,,160.0,49.6,,audi
 A4,2017.0,21995.0,Semi-Auto,14821.0,Diesel,145.0,64.2,3.0,audi
 A1,2016.0,15495.0,Manual,15307.0,Petrol,30.0,55.4,1.4,audi
 A4,2016.0,19995.0,Semi-Auto,23626.0,Petrol,160.0,45.6,2.0,audi
 A1,2016.0,12995.0,,11892.0,Petrol,0.0,67.3,1.0,audi
 A1,2016.0,12995.0,Manual,42165.0,Petrol,,56.5,1.4,audi
 A3,2019.0,31795.0,Semi-Auto,3036.0,Petrol,145.0,34.5,2.0,audi
 A4,2019.0,39995.0,Semi-Auto,,Diesel,,40.9,3.0,audi
 Q7,2016.0,48995.0,,,Diesel,300.0,39.2,4.0,audi
 A3,2018.0,21495.0,Manual,8545.0,Diesel,145.0,53.3,1.6,audi
 A3,2016.0,,Manual,30287.0,Petrol,20.0,60.1,1.4,audi
 A3,2016.0,14998.0,Manual,1893.0,Petrol,20.0,60.1,1.4,audi
 A4,2017.0,16998.0,Manual,6896.0,Petrol,145.0,52.3,1.4,audi
 TT,2016.0,15498.0,Manual,34084.0,Diesel,30.0,62.8,2.0,audi
 A4,2017.0,13985.0,Semi-Auto,84222.0,Diesel,20.0,68.9,,audi
 A3,2015.0,10385.0,Manual,68428.0,Diesel,0.0,83.1,1.6,audi
 Q5,2018.0,37500.0,Semi-Auto,,Petrol,150.0,34.0,,audi
 A4,2016.0,11500.0,Manual,56235.0,Diesel,0.0,74.3,2.0,audi
 A8,2017.0,24500.0,Semi-Auto,37492.0,Diesel,205.0,47.1,3.0,audi
 Q5,2015.0,21500.0,Semi-Auto,66959.0,Diesel,,41.5,3.0,audi
 Q5,2014.0,16000.0,Manual,46622.0,Diesel,205.0,,2.0,audi
 A6,2013.0,11995.0,Semi-Auto,40003.0,,145.0,56.5,2.0,audi
 Q5,2018.0,38900.0,Semi-Auto,20300.0,Petrol,145.0,34.0,3.0,audi
 A5,2019.0,,Semi-Auto,,Petrol,145.0,40.4,2.0,audi
 Q2,2016.0,19995.0,Manual,23426.0,Petrol,125.0,50.4,1.4,audi
 A3,2015.0,14995.0,Semi-Auto,46465.0,Petrol,30.0,54.3,1.4,audi
 Q5,2018.0,29995.0,Semi-Auto,,Diesel,145.0,55.4,2.0,
 A1,2019.0,23995.0,Manual,3232.0,Petrol,145.0,50.4,1.0,audi
 A1,2017.0,15995.0,Manual,16086.0,,30.0,55.4,1.4,audi
 A1,2017.0,13995.0,Manual,15981.0,Petrol,145.0,57.6,1.4,audi
 A7,2018.0,38995.0,Semi-Auto,6850.0,Diesel,145.0,38.2,3.0,audi
 A3,2017.0,18995.0,Manual,16668.0,,145.0,70.6,1.6,audi
 A7,2018.0,35995.0,Semi-Auto,13082.0,,145.0,39.8,3.0,audi
 A3,2019.0,18995.0,Semi-Auto,10522.0,Petrol,145.0,43.5,1.5,audi
 A3,2018.0,19995.0,Manual,12795.0,,145.0,47.1,1.0,audi
 Q5,2018.0,34995.0,Automatic,8250.0,Diesel,145.0,38.2,2.0,audi
 Q2,2019.0,23995.0,Automatic,5859.0,Diesel,145.0,47.9,1.6,audi
,2019.0,37995.0,Automatic,8235.0,Diesel,,44.1,2.0,audi
,2019.0,35995.0,Manual,5356.0,Diesel,145.0,40.9,2.0,audi
 A6,2019.0,34995.0,Automatic,5565.0,Diesel,145.0,47.9,2.0,audi
 A4,2017.0,16498.0,Manual,13122.0,Petrol,145.0,52.3,1.4,audi
 Q2,2019.0,26495.0,Manual,2940.0,Petrol,145.0,39.2,1.5,audi
 Q5,2016.0,21995.0,Semi-Auto,26500.0,Diesel,200.0,47.1,2.0,audi
,2020.0,52995.0,Semi-Auto,1100.0,Diesel,145.0,40.4,3.0,audi
 Q5,2018.0,30995.0,Semi-Auto,24408.0,Petrol,145.0,40.4,2.0,audi
 RS4,2020.0,69995.0,Semi-Auto,2200.0,Petrol,145.0,28.8,2.9,audi
 A7,2020.0,51995.0,Semi-Auto,500.0,,145.0,38.7,3.0,audi
 A4,2016.0,21995.0,Semi-Auto,47600.0,Diesel,145.0,56.5,2.0,audi
 A3,,22995.0,Automatic,17252.0,Petrol,,56.5,1.5,audi
 A5,2017.0,19945.0,Semi-Auto,49287.0,Diesel,,62.8,2.0,audi
 A5,2017.0,22945.0,Semi-Auto,47446.0,Diesel,145.0,62.8,2.0,audi
 A5,2017.0,22990.0,Semi-Auto,14589.0,Diesel,30.0,65.7,,audi
 A4,2016.0,13995.0,Manual,41279.0,Diesel,0.0,74.3,2.0,audi
 Q7,2018.0,60995.0,Automatic,3893.0,Diesel,145.0,39.2,4.0,audi
 A8,2017.0,38995.0,Automatic,3338.0,Diesel,145.0,50.4,3.0,audi
 Q5,2018.0,42995.0,Automatic,4286.0,Petrol,145.0,34.0,3.0,audi
 Q5,2018.0,28995.0,Automatic,22913.0,Diesel,145.0,56.5,2.0,audi
 Q5,2019.0,36995.0,Semi-Auto,4125.0,,145.0,38.2,2.0,audi
